,GSE000000
145567,9.3419
145581,3.8602
1456,10.2909
145624,1.3279
145645,1.3279
145678,1.3279
145694,7.5735
1457,9.76145
145741,12.104
145748,9.6157
145757,11.7236
145773,6.9212
145781,11.1431
145783,4.755
145788,9.4417
145814,5.3067
145820,8.5877
145837,7.308
145845,7.9661
145853,11.8527
145858,3.9922
145864,10.424
145873,9.1942
1459,9.7899
145942,3.6364
145945,6.2967
145946,1.3279
145957,6.2048
145978,1.3279
146,3.1563
1460,13.73225
146050,10.3079
146057,9.1126
146059,8.3603
146167,2.724
146177,2.3334
146183,4.6923
146198,10.9906
1462,9.4084
146206,8.79915
146212,12.1965
146223,13.4621
146225,4.6592
146227,6.4967
146279,6.8417
1463,6.0761
146310,8.4723
146325,1.3279
146330,10.7131
146336,3.0255
146378,1.3279
146395,1.3279
1464,6.6392
146429,13.7704
146433,5.0343
146434,5.4156
146439,13.6449
146456,9.0101
146481,1.3279
1465,6.59405
146512,4.1848
146513,1.3279
146540,6.2115
146542,11.2375
146547,15.0101
146556,8.0487
146562,5.0825
1466,11.5029
146664,2.45255
146691,6.03505
146705,11.7081
146712,6.9759
146713,3.5432
146722,7.2117
146723,4.68
146754,8.18135
146760,7.41215
146771,1.3279
146779,5.19075
146795,8.4047
1468,8.0545
146802,1.3279
146822,1.3279
146845,7.5393
146849,1.3279
146850,4.3935
146852,5.3992
146853,6.5754
146857,8.2149
146861,1.3279
146862,1.3279
146880,4.8304
146894,4.3406
1469,3.8224
146909,3.62325
146923,8.9354
146956,7.6126
147,3.1735
1470,5.9125
147004,1.3279
147007,9.3801
147011,6.9272
147015,8.9084
147040,8.5195
147081,6.0839
147093,1.3279
1471,12.03435
147111,5.91095
147138,7.1645
147166,10.6005
147172,9.1895
147179,10.34765
147183,3.7404
147184,4.7913
147199,2.5581
147276,4.3596
1473,11.8852
147323,1.3279
147339,9.0278
147341,16.2035
147372,6.9155
147381,3.8651
1474,4.5429
147409,1.3279
147429,4.9434
147463,5.1641
147495,10.1162
1475,8.5222
147525,7.9082
1476,15.1817
147645,6.00065
147646,6.6793
147650,6.3845
147657,9.882
147658,1.3279
147660,7.1594
147670,5.9473
147685,6.6028
147686,8.2191
147687,10.0249
147694,6.8172
147699,9.8376
1477,11.5021
147700,6.1623
147710,4.5882
147719,3.00645
147727,10.5875
147741,5.3732
147744,5.7627
147746,1.3279
147798,13.272
1478,11.2338
147804,10.158
147807,11.8315
147808,10.1044
147837,7.48265
147841,7.1825
147872,1.3279
1479,9.20535
147906,8.4279
147912,12.6928
147920,5.1439
147923,9.2431
147929,9.008
147945,3.24145
147947,6.18315
147948,2.3029
147949,7.5934
147965,12.0986
147968,9.2374
147991,6.9295
148,3.901
148003,1.3279
148014,6.5869
148022,10.42145
148046,9.1394
148066,4.6705
148103,3.3659
148109,5.2321
148113,4.5528
148137,7.41795
148145,4.7912
148156,9.7068
148170,16.2865
148189,7.8736
1482,16.8009
148203,10.7335
148206,12.04085
148213,7.5504
148223,9.4134
148229,4.53395
148231,1.3279
148252,7.0763
148254,8.60635
148266,6.77955
148268,6.7184
148281,1.3279
148304,6.0665
148327,10.8229
148345,5.4192
148362,9.4952
148398,10.6695
148413,7.9474
148418,8.7021
148423,9.4511
148479,10.9118
148523,4.1446
148534,7.4319
148581,1.3279
1486,10.99035
148638,2.958
148641,6.1234
148696,6.1857
1487,8.77425
148709,11.1582
148713,5.8277
148738,1.3279
148741,8.657
148753,1.3279
148789,9.5624
1488,11.417
148808,9.3358
148811,1.3279
148823,1.3279
148867,10.3397
148870,2.8255
148898,4.2889
1489,10.3919
148930,4.7259
148932,9.2989
148979,7.451
1490,9.7278
149018,1.3279
149041,10.8462
149069,1.3279
149076,10.9341
149095,3.75285
1491,10.2279
149111,5.4441
149134,6.7317
149175,9.6371
149233,7.0009
149281,6.0901
149297,3.88975
1493,6.29925
149345,12.9384
149351,5.6881
149371,8.9264
149420,7.88955
149428,7.31335
149461,7.9156
149465,1.3279
149466,8.3285
149473,6.7831
149478,3.08035
149483,6.0987
149499,1.3279
1495,12.0766
149563,4.172
1496,3.5511
149603,10.7903
149620,5.8031
149628,5.82365
149643,2.9418
149647,4.0478
149684,1.3279
149685,1.3279
149699,1.3279
1497,10.52765
149708,6.0852
149773,1.3279
149775,5.9815
149830,1.3279
149837,4.0628
149840,8.8738
1499,11.56195
149950,9.0421
149951,9.2018
149954,3.313
149986,8.4571
149992,5.9655
149998,4.1416
15,2.8537
150,8.0544
1500,10.866
150000,3.5746
150005,5.7804
150082,5.5974
150084,1.3279
150094,9.0489
1501,4.9351
150135,4.0775
150142,4.6427
150147,1.3279
150159,2.9634
150160,3.8133
150165,2.975
150185,3.1538
150197,1.3279
150209,9.5093
150223,11.5614
150244,6.908
150248,8.2719
150274,13.7527
150275,10.55
150280,4.4205
150290,8.8052
150291,10.0963
150297,5.3314
1503,10.71895
150350,1.3279
150353,1.3279
150356,9.5559
150365,10.9868
150368,8.3064
150372,8.6244
150378,8.2581
150379,5.6099
150381,7.9036
150383,10.48365
150384,8.5612
1504,2.5619
150465,12.5073
150468,8.0796
150483,7.9071
150538,5.6561
150568,2.5536
150572,1.3279
150590,8.6699
150596,1.3279
1506,5.0182
150622,3.52395
150677,8.2198
150678,7.95605
150681,1.3279
150684,11.9693
150696,10.1461
150709,8.896
150726,10.3152
150737,8.5955
150763,7.2339
150771,6.3687
150786,6.2496
1508,12.3703
150864,9.6592
1509,11.9693
150921,5.1612
150935,1.3279
150946,5.1894
150962,6.4473
150967,8.8368
150992,1.3279
151,5.7578
1510,10.5385
151009,8.85105
151011,12.4118
151050,1.3279
151056,1.3279
1511,8.1073
151112,4.9022
151126,1.3279
151171,5.123
151174,8.4003
151176,5.1339
151188,10.8663
151194,9.8386
151195,8.1644
1512,13.8843
151230,8.6053
151234,5.4134
151242,4.54635
151246,7.66075
151254,1.3279
151258,4.5368
151278,1.3279
151295,8.3552
1513,12.4731
151300,2.86335
151306,7.2559
151325,2.36245
151354,10.43045
151393,6.0236
1514,11.59145
151449,7.2466
151473,6.5455
151475,4.5695
151477,6.0216
151484,2.955
1515,9.4861
151507,10.3441
151516,8.448
151525,9.7634
151531,1.3279
151534,9.726
151556,8.1867
151613,9.8753
151636,10.7402
151647,1.3279
151648,8.15595
151649,1.3279
151651,1.3279
151657,7.8784
151658,1.3279
1517,10.1749
151742,5.1043
151760,1.3279
151790,2.28725
151827,8.6764
151835,5.45
151871,1.3279
151887,4.65325
151888,4.665
1519,10.1757
151903,13.276
151963,8.7343
151987,9.0213
152,9.2947
1520,9.1171
152002,8.55645
152006,9.6233
152007,10.17495
152024,2.7991
152048,5.3061
152065,7.2508
152078,7.8342
152098,1.3279
1521,5.215
152100,12.4156
152110,5.5314
152118,1.3279
152137,10.0789
152138,1.3279
152185,6.5511
152189,12.1076
152195,8.1074
1522,9.29085
152206,3.2466
152217,13.8429
152225,1.3279
152273,8.8654
152274,1.3279
152286,5.4008
1523,11.0809
152302,7.9381
152330,4.5395
1524,7.8438
152404,4.9535
152405,3.0389
152485,5.11
1525,10.4929
152503,12.3871
152518,7.94655
152519,9.4205
152559,5.5703
152573,4.7157
152578,1.3279
152579,9.0178
152586,1.3279
152641,4.1244
152687,9.1294
1527,1.3279
152756,3.92465
152789,5.2629
1528,12.87615
152815,9.805
152816,3.6025
152831,2.8587
152877,1.3279
152926,5.9284
152940,1.3279
152992,8.74345
153,10.3193
153020,8.109
153090,8.61255
153129,10.0601
153201,1.3279
153218,1.3279
153222,10.8209
153241,7.5525
153328,3.28445
153339,10.1953
153364,8.0712
153396,9.7526
1534,12.5896
153443,11.0443
153469,1.3279
153478,5.58645
1535,13.7344
153514,2.4431
153527,12.1507
153546,9.4929
153562,10.69205
153571,5.7757
153572,10.11395
153577,6.9135
153579,6.2462
1536,10.8439
153642,6.998
153643,1.3279
153657,3.0975
153684,10.0102
1537,12.9552
153733,9.97
153743,6.0939
153745,3.9966
153768,12.4428
153769,9.5951
153770,6.6452
1538,1.3279
153811,9.1482
153830,9.9896
1539,1.3279
153910,1.3279
153918,5.6985
154,7.7233
1540,8.2495
154007,8.90075
154043,8.3718
154075,3.6356
154089,1.3279
154091,3.4356
154141,11.9818
154150,8.7151
154197,1.3279
154214,3.4723
154215,8.4375
154288,1.3279
1543,5.3767
154313,5.7001
154386,1.3279
1544,9.3018
154442,1.3279
154449,1.3279
154467,10.9377
1545,7.23565
154661,4.3762
154664,4.9819
154743,7.0949
154761,2.9373
154790,1.3279
154791,10.5699
154796,6.4452
154807,11.2234
154810,7.3538
154822,4.124
154860,7.3284
154865,1.3279
154872,1.3279
154881,4.5653
1549,1.3279
154907,1.3279
155,5.9039
155006,1.3279
155038,8.3356
155051,6.8623
155054,7.7517
155060,8.2978
155061,10.3878
155066,5.863
1551,12.12025
155184,1.3279
155185,9.08705
1553,7.1995
155368,10.6888
155370,10.3956
155382,8.5801
155435,7.29595
155465,13.5802
1555,10.43785
1557,5.4839
1558,1.3279
1559,8.8441
156,12.9269
1562,9.6877
1565,7.47805
157,9.8313
1571,1.3279
1572,1.3279
157247,9.4699
157273,1.3279
157285,12.2781
1573,12.9909
157310,8.4591
157313,11.2022
157376,8.2493
157378,8.4438
157381,4.7431
157503,1.3279
157506,10.3628
157556,9.6124
157562,8.3856
157567,5.68695
157570,8.96005
157574,9.7175
1576,7.2588
157627,4.4296
157638,10.1079
157657,7.21425
157680,9.0034
157693,1.3279
157695,2.9448
157697,10.7098
1577,11.57115
157724,1.3279
157739,1.3279
157740,9.8998
157753,1.3279
157769,7.4607
157773,1.3279
157777,2.83625
157807,1.3279
157848,6.3039
157855,5.1119
157860,10.1492
157869,10.9272
1579,6.52385
157922,7.1961
157927,14.6373
157931,1.3279
157983,5.2254
158,10.7764
1580,4.82
158035,1.3279
158038,1.3279
158046,3.13175
158055,11.6361
158056,9.1829
158062,3.3665
158067,6.9523
1581,3.705
158131,3.0586
158135,6.8366
158158,9.5395
1582,1.3279
158219,9.3902
158228,8.3629
158234,8.75595
158248,4.5588
158263,6.8398
158293,10.13915
158295,8.6689
158297,1.3279
1583,6.9239
158314,1.3279
158326,5.31295
158358,8.5967
158376,4.0404
158381,7.7855
158399,4.703
1584,2.6556
158401,2.7158
158402,7.4561
158405,7.15655
158427,5.3464
158431,8.6698
158434,3.9577
158435,12.9024
158471,11.3271
1585,1.3279
158506,4.4125
158511,6.5897
158521,1.3279
158572,3.4882
158584,10.9737
158586,11.3436
1586,10.4307
158696,4.2078
1587,1.3279
158724,2.68895
158747,8.0718
158763,1.3279
158787,3.0705
158798,3.5772
1588,1.3279
158800,4.3401
158801,8.33
158809,1.3279
158830,7.5663
158833,2.8973
158835,4.5162
158863,11.8268
158866,1.3279
158880,5.2705
1589,5.7887
158931,10.58345
158960,6.2297
158983,4.9546
159,11.2931
159013,5.9227
159090,8.6626
159091,6.6318
1591,4.0904
159119,1.99925
159125,1.3279
159162,1.3279
159195,13.3665
1592,8.1923
159296,10.562
1593,11.4992
159371,6.5604
1594,7.4615
1595,12.4899
159686,1.3279
159963,4.16665
159989,4.0188
16,9.0647
160,8.4514
1600,4.3678
160065,5.235
1601,11.6576
160140,6.8264
1602,12.7092
160287,13.0594
160298,7.543
1603,15.0139
160313,11.4832
160335,11.3591
160364,5.0784
160365,6.5611
1604,14.5103
160418,7.60455
160419,3.70625
160428,7.5367
160492,1.3279
1605,10.5151
160518,7.15845
1606,7.9223
160622,9.1195
1607,2.5037
160728,1.3279
160760,9.27395
160762,1.3279
160777,7.155
1608,3.6868
160824,1.3279
160851,5.9121
160857,9.7114
160897,8.65535
1609,11.6213
161,8.7942
1610,5.1363
161003,3.5561
1611,11.6144
161142,1.3279
161145,6.3522
161176,1.3279
161198,6.7024
1612,6.9472
161247,5.4941
161253,8.3598
161291,12.2978
1613,12.777
161357,3.5351
161394,3.6421
161424,7.3361
161436,3.18675
161497,4.0456
1615,14.1166
161502,4.0393
161514,1.3279
161582,7.8745
1616,10.4686
161635,4.5042
1617,1.3279
161725,8.4751
161742,9.8295
161753,3.7618
161779,8.1518
1618,1.3279
161823,6.8367
161829,1.3279
161835,7.9302
161882,9.6899
161931,8.0422
162,10.6685
1620,1.3279
162073,12.4338
162083,3.8736
1621,3.2196
162137,4.5852
1622,15.3407
162239,8.3215
162282,3.3553
162333,1.3279
162387,8.3791
162394,15.7741
162417,9.4716
162427,9.5214
162461,8.7319
162466,11.1016
162494,5.9298
162514,1.3279
162515,6.6881
162517,1.3279
162540,1.3279
162605,5.082
162655,7.771
162681,6.1744
162699,5.3073
1627,10.4313
1628,7.1095
1629,6.7552
162962,7.43245
162963,6.0935
162966,10.33345
162967,9.7918
162968,10.3275
162972,6.8645
162979,6.7172
162989,10.9972
162993,6.9093
162998,1.3279
163,9.229
1630,1.3279
163033,12.9394
163049,8.43215
163050,10.1019
163051,9.08115
163059,8.3251
163071,4.3411
163081,8.47945
163087,7.7833
163115,3.6104
163126,9.3734
163131,7.2973
163154,7.3751
163175,6.4082
163183,9.9612
1632,15.2602
163223,5.2708
163227,6.9198
163255,5.0942
163259,5.5356
1633,8.0524
163351,7.4881
1634,10.93645
163404,1.3279
163479,2.7445
163486,10.05645
1635,9.6243
163589,5.14165
163590,8.78245
1636,5.5794
163688,6.2733
163702,6.2306
163720,1.3279
163732,12.4102
163742,12.028
163747,6.9001
163778,1.3279
163782,4.4682
163786,7.5394
1638,6.8584
163859,8.5342
163882,8.9717
1639,9.25815
163933,1.3279
164,11.5874
164022,16.13115
164045,3.347
164091,6.0177
1641,2.6734
164118,5.162
164127,1.3279
164153,5.0534
1642,9.11995
164237,1.3279
164284,1.3279
1643,9.7773
164312,2.5948
164380,3.33805
164395,5.5588
1644,6.68475
1645,9.3055
164592,4.1804
164633,7.5043
164656,4.03845
164668,4.3303
164684,3.20735
1647,10.8976
164781,1.3279
164832,2.7636
1649,8.5134
165,10.4051
1650,12.4504
165055,6.8065
165082,5.8236
165100,1.3279
165140,10.3159
165186,5.71935
1652,10.7821
165215,5.31855
165257,1.3279
1653,13.0956
165324,8.2542
1654,11.8498
1655,14.5606
165530,1.3279
165545,11.2371
1656,10.58565
165631,3.709
165679,4.64675
1657,9.4684
165721,3.1777
165829,5.4645
1659,10.3871
165904,2.5378
165918,7.2462
166,14.1924
1660,10.9412
166012,9.29625
1662,9.56975
1663,9.195
166336,6.6311
166348,1.3279
166378,5.5406
166379,8.1253
1665,12.2445
1666,11.8671
166614,4.62585
166647,10.21385
166655,1.3279
166752,4.1533
166785,8.3379
166793,6.6129
1668,6.0473
166815,9.02
166824,10.3863
166863,1.3279
1669,1.3279
166929,8.0562
166968,7.7234
166979,2.10075
167,1.3279
1670,15.8379
1671,15.4814
167127,4.6552
167153,10.0111
1672,12.4844
167227,10.1669
1673,8.7911
167359,3.4569
1674,13.1143
167410,3.0267
167465,5.0085
1675,13.9464
167555,3.474
1676,10.5444
167681,4.7798
167691,6.5653
1677,7.92955
1678,10.4388
167826,4.6655
167838,3.6329
168002,2.89695
168090,1.3279
168374,10.368
168391,1.3279
168400,1.3279
168433,1.3279
168448,8.0108
168451,7.40935
168455,10.7527
168474,2.9028
168507,1.3279
168537,9.9029
168544,10.5368
168620,5.1064
168667,3.399
1687,4.292
168741,1.3279
168850,9.3511
168975,3.3114
1690,6.4263
169026,5.7257
169044,1.3279
169166,1.3279
169200,7.7615
169270,7.1923
169355,4.574
169436,5.3855
169522,6.316
169611,7.31985
169693,5.7615
169714,9.1243
169792,3.3877
169834,1.3279
169841,9.6096
169966,1.3279
169981,7.271
170062,1.3279
170063,1.3279
170067,3.6896
170082,6.40235
170261,3.7934
170302,7.3928
170370,4.7358
170371,1.3279
170384,6.87215
170392,1.3279
170393,6.8225
170394,11.348
170425,9.774
170463,11.7615
170482,1.3279
170487,9.4081
170506,11.6345
170572,5.3125
170575,8.747
170589,5.763
170591,6.1042
170622,10.8195
170626,5.5198
170627,1.3279
170679,11.2205
170680,6.3031
170685,4.40875
170689,4.0167
170690,1.3279
170691,5.9272
170692,1.3279
170712,1.3279
170825,1.3279
170850,3.49215
170949,1.3279
170954,7.4685
170958,14.22415
170959,4.3539
170960,10.4099
170961,6.5925
171017,10.3661
171019,6.5813
171022,8.6755
171023,10.1403
171024,4.8911
171169,5.7197
171177,10.1693
171220,10.3947
171389,1.3279
171391,5.6327
171392,13.6517
171425,8.7072
171482,1.3279
171483,3.265
171484,1.3279
171546,12.42385
171558,4.8984
171568,9.56815
171586,9.715
1716,12.2505
1717,12.4079
1718,11.9547
1719,9.03965
172,6.7513
1720,5.6223
1723,10.5427
1725,9.7022
1727,11.59215
1728,10.8296
1729,10.61365
173,1.3279
1730,10.5567
1731,5.0712
1733,4.0156
1734,6.1255
1735,6.3931
1736,13.2937
1737,10.2102
1738,9.1128
1739,10.88965
174,1.3279
1740,4.2806
1741,12.9926
1742,7.3732
1743,11.8155
1745,2.83215
1746,3.2227
1747,3.1217
1748,7.1938
1749,9.7098
175,10.1854
1750,9.5477
1755,15.08985
1756,4.4025
1757,5.3735
1758,1.3279
1759,10.86545
176,7.55475
1760,10.3737
1761,5.929
1762,9.1843
1763,7.6454
1767,4.9408
1768,4.9797
1769,1.3279
177,5.4948
1770,1.3279
1773,6.7274
1774,11.0009
1775,6.7485
1776,12.1452
1777,9.3638
1778,13.6913
178,11.1109
1780,3.7293
1781,13.0345
1783,10.45775
1785,11.9668
1786,10.6485
1787,6.285
1788,9.8147
1789,6.809
1791,1.3279
1793,9.8376
1794,4.0379
1795,8.4809
1796,11.5927
1797,9.0473
1798,10.3552
18,5.0654
1800,10.3098
1802,11.1169
1803,8.9411
1804,4.5661
1805,8.2436
1806,4.3792
1807,1.3279
1808,10.2525
1809,10.5307
181,6.7954
1810,11.0013
1811,7.8512
1812,3.6607
1813,5.8646
1814,5.4176
1815,9.9828
1816,6.3027
1819,9.8092
182,10.5518
1820,11.5634
1821,10.8092
1822,10.1732
1823,5.1105
1824,10.0481
1825,4.5218
1826,2.91765
1827,10.2155
1828,5.8084
1829,11.1025
183,12.0876
1830,8.0983
1831,10.7155
1832,14.25325
1833,1.3279
1834,1.3279
1836,12.8718
1837,6.82945
1838,3.9252
1839,8.6986
1840,3.0385
1841,13.72
1842,1.3279
1843,10.7467
1844,6.4115
1845,11.1631
1846,10.5891
1847,7.8009
1848,13.1384
1849,4.3332
185,1.3279
1850,8.5785
1852,6.7858
1854,14.0025
1855,10.98255
1856,9.8622
1857,9.5602
1859,8.8342
186,1.3279
1861,11.0225
1869,8.5119
187,3.7062
1870,10.7291
1871,8.8006
1874,8.9094
1875,9.5375
1876,8.5463
1877,9.5693
1879,5.0312
1880,9.0493
1889,6.3307
189,6.5424
1890,17.5504
1891,11.37
1892,13.7302
1893,9.8415
1894,10.3074
1896,8.3128
19,8.82005
190,3.7479
1901,7.4359
1902,8.0308
1903,8.3789
1906,11.8734
1907,5.7657
1908,6.7509
1909,5.98755
191,10.4549
1910,7.7599
1911,7.0398
1912,11.02965
1915,15.8344
191585,4.8776
1917,8.1088
192111,6.8031
192134,9.5095
192286,12.9849
192666,1.3279
192668,5.823
192669,10.7238
192670,8.6516
192683,7.5612
1933,17.2038
1936,15.073
193629,1.3279
1937,17.62
1938,14.7559
1939,10.0517
1942,11.3003
1943,5.83
1944,8.1217
1945,11.1616
1946,4.6553
1947,13.2246
1948,12.0538
1949,6.102
1950,3.3412
1951,9.0642
1952,7.4511
1953,9.7671
1954,10.7257
1955,8.9598
1956,6.4667
1958,12.6387
195814,9.5329
195827,9.2593
195828,6.14375
1959,7.9748
195977,2.70295
196,11.54555
1960,5.9313
196047,1.3279
196051,5.4633
196074,7.0717
1961,3.795
1962,8.2905
196264,8.1259
196294,9.7999
196335,4.3364
196374,7.4238
196383,11.5612
196385,1.3279
196394,4.1893
1964,14.3681
196403,4.3771
196410,8.84
196415,4.2437
196441,11.579
196446,5.902
196463,7.4909
196472,1.3279
196475,3.6165
196477,1.3279
196483,10.08695
1965,9.9136
196500,4.2334
196513,11.1952
196527,7.2762
196528,9.42
196541,1.3279
1967,12.0847
196740,2.95915
196743,5.882
196792,5.0671
196872,3.877
196883,9.4622
1969,7.4751
196913,1.3279
196951,4.2146
196968,4.9036
196993,3.8002
196996,5.8672
197,5.484
197003,1.3279
197021,6.7815
197131,11.1096
197135,6.503
197187,6.2188
197196,4.7251
197257,10.1829
197258,11.6601
197259,11.9626
1973,13.9903
197320,6.5396
197322,9.58825
197335,11.7955
197342,5.12515
197350,1.3279
197358,11.17215
197370,11.08085
1974,14.1732
197407,9.8243
1975,11.9881
1977,9.6346
1978,12.8267
1979,13.07745
1981,11.3475
1982,13.8053
1983,9.4203
1984,11.5455
198437,8.65045
199,9.6574
1990,1.3279
1991,5.2184
1992,14.5883
199221,5.0715
199223,9.8588
1993,3.9514
1994,9.5514
1995,1.3279
1996,3.6139
199675,6.0373
199692,10.0867
199699,6.7001
1997,11.44265
199704,7.8963
199713,6.2724
199720,9.13325
199731,4.6803
199745,7.5257
199746,8.0155
199777,11.9844
199786,4.8753
1998,8.2679
199800,1.3279
199834,2.5664
199857,11.3936
199870,8.2218
199897,1.3279
199899,2.8775
1999,13.756
199920,1.3279
199953,8.9946
199964,9.211
199974,3.2523
199990,8.5969
2,14.031
20,6.1167
2000,12.0472
200008,8.2664
200010,3.7097
200014,7.5083
200030,9.1332
200035,7.0034
200058,8.6946
200081,13.244
2001,8.8089
200132,1.3279
200150,1.3279
200159,3.0121
200162,1.3279
200172,5.264
200185,14.6647
200186,12.253
200197,4.6564
2002,4.2995
200205,8.4854
200232,6.3459
200261,6.267
200298,3.344
200312,5.9834
200315,4.9514
200316,7.76985
200317,1.3279
200373,3.9925
2004,6.7959
200403,2.9082
200407,4.7289
200420,7.8679
200424,1.3279
2005,9.11635
200504,1.3279
200523,4.9387
200539,5.36835
200558,1.3279
200576,7.8103
2006,7.45195
200609,5.1685
200634,11.8205
200726,1.3279
200728,7.485
200734,8.6803
200765,8.8727
200772,5.9737
200810,10.734
200830,10.7807
200844,7.6131
200845,9.9511
200879,12.6324
200894,6.8939
200895,9.35515
2009,6.26255
200909,1.3279
200916,14.2816
200931,6.7451
200942,6.3258
200958,10.1022
200959,5.9053
2010,9.4005
2011,9.6485
201134,7.4093
201140,1.3279
201158,10.2012
201161,8.7986
201163,6.0101
201164,7.6558
201176,11.91255
201181,7.6198
201191,1.3279
2012,12.519
201229,10.173
201232,6.1754
201243,8.7842
201254,13.8416
201255,6.99425
201266,11.7173
201283,6.46625
201292,11.1192
201294,8.6816
201299,7.8375
2013,13.33875
201305,10.0133
2014,9.6898
201456,4.761
201475,8.4153
201477,6.9637
2015,7.3301
201501,9.4331
201514,7.7224
201516,1.3279
201562,8.35135
201595,10.6922
2016,8.89385
201617,5.4603
201625,1.3279
201626,10.1721
201627,11.1149
201633,5.16225
201651,7.3887
2017,10.81245
201725,8.61735
201780,1.3279
201798,3.7217
201799,5.3968
2018,1.3279
201895,11.0091
2019,4.5307
201931,6.2333
201965,6.9586
201973,8.7491
202,12.1361
2020,15.3158
202018,7.8381
202020,7.2309
202025,8.7456
202051,4.2387
202052,7.4811
2021,9.8391
202134,1.3279
202151,1.3279
202181,7.7408
2022,7.5139
202243,10.7018
202299,7.1522
2023,13.614
202309,5.4019
202333,6.3392
202374,2.6008
202459,10.9855
202500,7.9184
202559,1.3279
2026,7.4769
202658,14.7035
2027,9.4316
202781,7.5364
2028,1.3279
202865,6.3221
2029,9.7081
202915,6.08665
203,10.06065
2030,11.4187
203054,9.9243
203062,7.11505
203068,12.4743
203069,10.1351
203074,1.3279
203076,6.2708
203100,5.284
203102,8.22715
203111,5.3917
203190,7.4718
203197,8.8296
203228,6.8629
203238,5.533
203245,10.252
203259,8.19885
203260,11.8187
203274,12.3262
203286,12.5165
2033,9.9051
203328,10.4505
2034,13.8199
203413,1.3279
203427,11.2921
203429,6.39345
203430,1.3279
203447,2.73385
2035,6.8664
203522,9.01705
203523,8.1146
203547,12.1654
203562,4.494
203569,3.3681
2036,8.09
2037,11.0226
2038,4.9104
203859,4.2284
2039,8.60775
204,13.3401
2040,10.9796
204010,15.1253
2041,7.2907
2042,3.359
204219,8.1191
2043,9.9471
2044,1.3279
204474,1.3279
2045,1.3279
2046,4.1748
2047,2.81715
2048,10.8198
204801,2.6314
204851,9.07175
2049,10.6437
204962,6.7554
205,10.2244
2050,10.43115
2051,5.0571
205147,5.3892
2052,8.745
205251,1.3279
2053,12.4431
205327,10.0356
2054,8.8086
205428,7.9642
2055,7.4477
205564,11.6658
2056,6.0113
2057,5.5739
205717,9.5685
2058,13.8767
205860,1.3279
2059,13.2292
2060,11.97315
2063,15.2037
206338,2.56875
206358,9.9114
2064,9.73855
206412,7.2389
206426,1.3279
2065,11.1155
2066,4.2543
2067,11.40595
2068,8.39715
2069,5.9072
207,11.6238
2070,1.3279
207063,9.49915
2071,10.017
207107,16.3298
2072,6.1831
2073,12.5827
2074,7.9346
2077,8.0438
2078,3.5291
2079,13.8354
208,8.1564
2081,5.245
2086,6.0475
2091,16.7497
2098,12.9631
2099,3.3647
21,5.8488
210,8.9757
2100,3.97555
2101,12.3974
2103,5.1189
2104,6.0562
2107,11.6922
2108,10.7975
2109,14.4901
211,10.7716
2110,10.2521
2113,7.0992
2114,13.2292
2115,5.48855
2116,8.1258
2117,5.4452
2118,7.9713
2119,4.7099
212,7.3224
2120,10.06705
2121,3.1667
2122,11.9462
2123,8.6137
2124,8.8532
2125,12.0787
2128,13.1801
213,1.3279
2130,10.6017
2131,9.0547
2132,12.0846
2134,4.4203
2135,7.7935
2137,13.2218
2138,4.43245
2139,4.7538
214,10.5986
2140,7.0873
2145,9.4179
2146,10.9787
2147,7.1031
2149,7.3352
215,5.5953
2150,11.6104
2151,8.1051
2152,12.2933
2153,1.3279
2155,7.3513
2157,7.7415
2158,1.3279
2159,4.2944
216,10.0672
2160,3.5369
2161,12.8037
2162,4.93315
2165,1.3279
2166,8.24315
2167,1.3279
2168,12.0888
2169,4.7464
217,13.5556
2170,8.8101
2171,12.3246
2172,12.5857
2173,1.3279
2175,8.1474
2176,8.6808
2177,8.4514
2178,11.8658
218,7.7468
2180,9.1098
2181,10.8121
2182,8.2193
2184,10.0351
2185,13.2865
2186,8.4057
2187,7.1063
2188,10.3969
2189,11.358
219,9.6636
2191,8.7275
2192,10.4167
219285,10.0388
219287,1.3279
219293,6.1978
2193,11.3596
219333,7.8045
219347,1.3279
219348,6.66385
2194,10.8472
219402,12.9937
219409,7.034
219417,6.0532
219428,1.3279
219429,3.994
219431,1.3279
219432,3.4323
219436,1.3279
219437,1.3279
219438,1.3279
219445,7.647
219447,4.7637
219453,1.3279
219464,1.3279
219469,4.6516
219473,3.886
219477,1.3279
219479,1.3279
219482,1.3279
219484,1.3279
219487,2.7137
219493,1.3279
2195,12.0659
219525,5.592
219527,5.9094
219537,3.1424
219539,9.5104
219541,11.8536
219557,1.3279
219578,1.3279
219595,6.6412
2196,5.1446
219621,2.707
219623,3.3671
219654,8.0834
219670,5.0893
219681,2.9854
219690,1.3279
219699,11.2071
2197,17.4954
219731,4.846
219736,6.0199
219738,10.449
219743,7.773
219749,8.0965
219770,9.05165
219771,10.8759
219790,6.6299
219793,5.60845
219833,3.2708
219844,9.4713
219854,10.8983
219855,6.5363
219858,1.3279
219865,1.3279
219869,5.9337
219870,5.0596
219873,5.8468
219874,6.2465
219875,3.478
219899,7.8615
2199,6.9402
219902,7.4455
219927,14.1138
219931,9.2235
219938,1.3279
219952,5.2447
219954,1.3279
219956,4.3785
219957,4.2676
219958,6.1988
219959,5.9386
219960,1.3279
219965,1.3279
219968,3.1548
219970,1.3279
219972,8.7661
219981,2.776
219982,6.7969
219983,7.3658
219986,5.872
219988,9.7077
