,GSE000000
441150,9.32415
441151,6.16655
441161,4.2924
441167,1.3279
441168,10.4957
441172,9.0434
441177,1.3279
441179,4.0644
441191,11.1096
441204,3.3807
441208,7.7428
441212,8.7798
441233,5.1133
441242,5.8438
441250,8.2852
441263,11.13035
441268,13.2885
441272,3.32895
441273,6.9894
441282,8.9388
441294,8.5607
441295,7.815
441307,2.527
441308,1.3279
441317,4.09555
441328,5.3993
441355,5.954
441374,1.3279
441376,4.8406
441381,8.5586
441430,6.64795
441432,9.079
441441,7.0918
441455,10.4837
441457,8.0159
441459,6.6204
441461,9.5154
441476,9.9191
441478,8.7624
441493,1.3279
441495,3.8286
441509,3.1368
441518,6.2163
441521,4.7784
441525,2.41905
441531,14.6925
441549,5.6599
441581,1.3279
441601,1.3279
441608,1.3279
441631,8.88415
441639,1.3279
441666,10.61795
441669,3.40415
441670,1.3279
441687,4.056
441698,7.2684
441733,8.00275
441736,6.197
441864,1.3279
441869,5.5378
441871,3.9444
441911,5.8684
441932,1.3279
441933,5.0391
441951,15.1922
441956,1.3279
442028,4.4594
442038,1.3279
442083,14.0745
442092,1.3279
442117,6.023
442122,4.74015
442132,7.7326
442184,1.3279
442186,1.3279
442191,1.3279
442194,6.3735
442213,1.3279
442240,9.734
442245,4.8721
442247,1.3279
442319,15.5194
442361,7.4115
442366,4.8406
442388,1.3279
442421,3.1656
442425,5.0699
442444,1.3279
442454,1.3279
442459,7.4077
442497,3.744
442524,5.5092
442582,9.5692
442590,5.0836
442720,1.3279
442721,6.096
442862,4.2614
442867,2.8427
443,6.0636
4430,9.9661
4435,1.3279
4436,10.2344
4437,9.8682
4438,1.3279
4439,8.72245
444,11.221
4440,7.8617
444882,3.2793
445,12.3882
445328,11.1752
445329,12.07955
445341,7.1378
445347,8.2708
445577,1.3279
445582,12.07315
4477,6.5308
4478,11.5845
4481,6.9915
4482,11.4267
4485,12.0294
4486,12.0869
4487,7.6779
4488,3.3314
448831,4.2547
448834,3.2227
448835,7.178
4489,15.7832
4490,14.6374
4493,15.1751
4494,12.239
449491,5.5676
449492,3.8472
449493,1.3279
4495,13.9889
449520,7.5163
4496,12.8395
4499,14.3801
4500,14.2325
4501,12.47595
4502,15.5519
4504,13.3716
4507,9.1585
4508,17.9818
4509,16.2349
4512,19.0127
4513,17.9822
4514,17.8265
4515,4.4749
4519,18.4062
4520,10.6797
4521,12.6571
4522,13.202
4524,7.4618
4528,7.91765
4534,6.3462
4535,13.825
4536,15.8016
4537,17.7531
4538,16.1114
4539,17.7873
4540,15.4689
4541,9.9873
4542,10.2236
4543,4.4624
4544,1.3279
4547,1.3279
4548,8.4278
4552,8.54245
4580,10.4353
4582,10.4351
4583,9.6429
4584,1.3279
4585,11.6029
4586,7.7634
4588,4.9282
4589,3.9547
4590,8.4144
4591,8.2297
4593,6.8563
4594,11.6055
4595,11.9761
4597,8.3797
4598,11.9543
4599,11.5357
460,1.3279
4600,8.80565
4601,11.0096
4602,10.3173
4603,6.025
4604,1.3279
4605,8.6111
4606,4.2392
4607,7.3269
4608,6.1723
4609,9.6922
4610,8.68515
4613,8.2343
4615,11.5386
4616,10.9826
4617,1.3279
4618,1.3279
4619,1.3279
462,1.3279
4620,1.3279
4621,5.0736
4622,1.3279
4624,1.3279
4625,2.336
4626,1.3279
4627,11.80435
4628,6.9756
4629,12.48735
463,10.4912
4632,1.3279
4633,5.401
4634,5.5702
4635,5.365
4636,9.0306
4637,16.1133
4638,11.32015
4640,14.1087
4641,17.9681
4642,10.6794
4643,13.362
4644,8.039
4645,8.5516
4646,11.4372
4647,6.6412
4648,10.0272
4649,11.6642
4650,10.6727
4651,8.6756
4653,3.9842
4654,6.8764
4656,8.269
4659,9.76945
466,11.1681
4660,7.5231
4661,1.3279
4664,11.33575
4665,9.9073
4666,16.561
4668,10.0596
4669,11.2467
467,8.8309
4670,12.9884
4671,10.5845
4673,11.7972
4674,1.3279
4675,4.7975
4676,7.7531
4677,12.449
4678,14.021
468,16.2701
4680,16.6898
4682,12.0858
4683,9.9287
4684,1.3279
4685,3.88945
4686,6.5306
4688,9.5806
4689,8.6352
4690,11.0428
4691,15.3609
4692,8.052
4693,1.3279
4694,15.8586
4695,14.6769
4696,14.8688
4697,15.8651
4698,13.3465
47,10.6971
4700,14.348
4701,14.1969
4702,15.0228
4703,2.31235
4704,12.4496
4705,8.8195
4706,14.4883
4707,14.8616
4708,15.9568
4709,14.8763
471,12.564
4710,15.7007
4711,12.58625
4712,13.3884
4713,13.4023
4714,14.34055
4715,15.9496
4716,14.1102
4717,14.6116
4718,12.11055
4719,13.617
472,8.4848
4720,11.3202
4722,13.1672
4723,14.7516
4724,13.1729
4725,16.166
4726,13.7306
4728,13.8738
4729,13.0593
473,8.7926
4731,13.1351
4733,12.1367
4734,8.6594
4735,10.1037
4736,17.8877
4738,15.4303
4739,8.6617
474,5.7909
4741,1.3279
474150,1.3279
474170,10.7935
474171,4.1865
474338,9.8065
474343,9.9257
474344,8.4289
474354,3.9666
474381,6.0365
474383,10.2812
4744,3.31655
4745,7.0995
4747,4.4792
475,12.2604
4750,7.51155
4751,9.3879
4752,10.7097
4753,5.9762
4756,7.5174
4758,11.5142
4759,5.5265
476,9.5468
4760,1.3279
4761,5.048
4762,2.692
4763,8.3446
477,3.42975
4771,9.82605
4772,6.47
4773,5.5331
4774,8.92435
4775,8.3533
4776,6.1109
4778,7.9246
4779,12.1921
478,9.8106
4780,7.3304
4781,8.9248
4782,8.11085
4783,11.4297
4784,8.8048
479,5.2873
4790,10.8785
4791,7.1031
4792,13.6866
4793,8.5056
4794,11.1134
4795,12.58545
4796,9.25035
4798,6.7761
4799,10.23485
48,11.5468
480,10.45715
4800,8.79235
4801,9.6417
4802,9.7155
4803,6.7296
4804,1.3279
4807,3.1666
4808,7.17695
4809,13.26005
481,15.58
4810,6.67265
4811,10.5614
4814,13.5788
4815,8.6185
4817,10.3364
4818,9.4965
482,6.7695
4820,12.2296
4821,1.3279
4824,4.52025
4825,4.7361
4826,9.8887
4828,11.5366
4829,1.3279
483,15.5747
4830,15.6697
4831,17.2516
4832,12.6589
4833,10.0095
4835,7.61975
4836,12.7466
4837,13.2283
4838,4.527
4839,10.5598
4841,12.6107
4842,2.61065
4843,12.2875
4846,10.7105
4848,9.1144
4849,10.41195
4850,7.2325
4851,9.1552
4852,4.4076
4853,10.77485
4854,10.939
4855,8.4649
4856,7.4039
4857,4.04015
4858,6.6745
486,5.5925
4860,14.4951
4861,1.3279
4862,9.0469
4863,8.1421
4864,9.218
4867,7.5447
4868,5.2989
4869,15.6655
487,4.3621
4878,5.14605
4879,5.7808
488,10.13575
4880,1.3279
4881,5.8926
4882,8.864
4883,3.44535
4884,2.9392
4885,7.1157
4886,1.3279
4887,3.3995
4888,5.4409
4889,5.7568
489,7.8125
4891,10.2824
4892,8.4095
4893,9.27685
4897,5.4601
4898,13.0129
4899,6.6423
49,8.15315
490,7.4551
4900,7.1939
4901,7.1959
4902,4.5091
4904,14.0999
4905,10.617
4907,10.1505
4908,7.0197
4909,1.3279
491,5.6236
4913,10.7296
4914,3.3745
4915,6.7873
4916,1.3279
4917,5.1872
4919,4.8687
492,6.5334
4920,6.11145
4921,7.3159
4922,1.3279
4923,5.4965
492303,5.7729
492307,1.3279
492311,9.7005
4924,9.1806
4925,12.5918
4926,9.134
4927,11.0572
4928,11.17805
4929,8.4634
493,7.1401
4931,12.2243
4935,9.0418
493753,11.1744
493754,14.7856
4938,11.1042
493812,14.0865
493829,1.3279
493856,9.9867
493860,1.3279
493861,7.7426
493869,9.21935
4939,8.0277
493901,1.3279
493911,10.821
4940,6.87525
494115,10.7581
494118,1.3279
494119,5.3889
494143,7.8551
494150,18.4531
494188,1.3279
494197,1.3279
4942,11.7126
4943,7.1841
494470,1.3279
494513,7.2778
494514,7.032
494551,1.3279
494558,1.3279
4946,17.6988
4947,10.8695
4948,7.34595
495,6.7723
4951,7.8368
4952,11.7221
4953,14.1939
4956,5.0887
4957,9.3257
4958,1.3279
496,1.3279
4967,6.389
4968,8.6303
4969,2.453
497048,9.6748
497049,1.3279
497189,8.3268
497190,8.5919
497256,7.8282
497257,10.4384
497258,4.987
4973,4.1158
4974,1.3279
4975,7.325
4976,9.7311
497634,2.1606
497661,9.7466
4978,1.3279
498,14.1797
4982,11.1536
4983,6.4821
4985,6.0564
49854,9.7357
49855,8.33305
49856,9.0409
4986,1.3279
49860,5.894
49861,1.3279
4987,5.5343
4988,1.3279
4990,3.6945
4991,6.7305
4992,4.4063
4993,4.9251
4994,1.3279
4995,1.3279
4998,6.4892
4999,9.98725
50,13.9545
5000,9.97695
5001,10.36235
5002,13.0744
5003,9.6249
5004,8.1074
5005,7.845
5007,11.2336
5008,6.5109
5009,5.2958
501,7.8095
5010,4.2548
5013,6.14595
5015,1.3279
5016,8.8706
5017,12.6949
5018,11.7176
5019,9.5897
5020,10.11
5021,6.5058
5023,6.6422
5024,8.1332
5025,13.4857
5026,5.6616
5027,4.13185
5028,7.9469
5029,9.9454
5030,6.2803
5031,8.047
5033,10.9744
5034,14.82
503497,1.3279
503519,2.4943
503538,4.9872
503542,7.77
503569,7.5306
503582,8.0577
5036,12.96175
503618,5.365
503640,5.4113
503645,7.8809
503693,5.7936
5037,15.0655
503834,4.8173
503835,5.1703
503841,1.3279
504180,1.3279
504189,1.3279
504191,1.3279
5042,16.5291
5045,7.6362
5046,7.95485
5047,4.13215
5048,11.00795
50484,7.53465
50485,11.6937
50486,10.0378
50487,3.4478
50488,6.9666
50489,1.3279
5049,10.65325
5050,11.7123
50506,13.7447
50507,3.3607
50508,1.3279
50509,5.4422
5051,7.7828
50511,2.7744
50512,5.2249
50514,1.3279
50515,6.2614
5052,15.64825
5053,3.5758
5054,5.371
5055,3.00765
5058,9.53705
506,14.4861
50604,4.4898
50613,3.0521
50614,5.3333
50615,6.7009
50616,1.3279
50617,2.8092
50618,8.4378
50619,8.3804
5062,9.8306
50624,7.0618
50626,9.5305
50628,10.3215
5063,1.3279
50632,6.02125
50636,8.55
5064,9.3314
50640,11.5611
50649,1.3279
50650,9.1537
50651,3.5449
50652,7.1075
5066,11.2979
5067,6.8188
50674,10.6673
5068,14.5018
5069,8.2172
50700,4.4526
5071,3.9178
50717,8.49595
5073,11.3356
5074,13.7693
5075,1.3279
5076,4.41025
5077,2.667
5078,7.1773
5079,3.023
5080,3.0137
50801,1.3279
50804,6.8817
50805,1.3279
50807,7.467
50808,11.9917
50809,12.3261
5081,6.3854
50810,7.8161
50813,10.0396
50814,12.4759
5082,8.3052
5083,7.72795
50831,1.3279
50832,5.4265
50833,1.3279
50834,1.3279
50835,6.8014
50836,1.3279
50837,1.3279
50838,4.9566
50839,7.7775
50840,7.9891
50846,1.3279
50848,13.55305
50852,6.006
50853,12.0102
50854,14.4249
50855,7.3455
50856,9.2281
50858,1.3279
50859,1.3279
50861,7.0906
50862,11.7308
50863,2.62255
50865,12.6359
5087,5.8834
5089,6.3726
509,12.4408
5090,7.4996
5091,10.7057
5092,14.4372
5093,14.5032
50937,5.0974
50939,4.5986
5094,11.851
50940,3.8692
50943,3.4517
50944,5.1858
50945,3.0637
5095,14.9424
5096,9.7575
50964,4.223
5097,10.34625
5098,1.3279
5099,5.5321
50999,11.47115
51,12.3549
5100,4.7157
51000,10.0651
51001,10.953
51002,11.9914
51003,4.3335
51004,8.8913
51005,8.951
51006,11.973
51008,8.8395
51009,11.3316
5101,1.3279
51010,10.9384
51011,10.0197
51012,11.8578
51013,12.2771
51015,11.538
51016,11.1917
51018,9.6193
51019,12.3561
51020,11.7599
51021,14.58445
51022,11.5564
51023,8.83025
51024,12.6493
51025,11.3122
51026,9.6149
51027,10.3887
51028,11.4921
51029,10.74365
51030,11.1018
51031,10.8313
51032,6.4175
51035,14.7522
5104,1.3279
51042,12.5583
51043,7.9433
51046,7.4392
5105,8.9563
51050,4.6427
51052,7.2191
51053,11.6719
51056,11.8038
51057,6.18495
51058,7.07175
51059,1.3279
5106,8.59295
51060,11.5643
51061,9.30805
51062,9.1594
51063,5.07355
51065,15.6151
51066,6.796
51067,9.9132
51068,9.7834
51069,8.7974
51070,9.9904
51071,12.8745
51072,8.5294
51073,13.9774
51074,10.0916
51075,12.00275
51076,9.1399
51077,9.4356
51078,12.4445
51079,14.3086
5108,11.06475
51081,9.9707
51082,11.27895
51083,7.3185
51084,13.5149
51085,9.6207
51086,1.3279
51087,9.8257
51088,6.5814
51090,7.0422
51091,6.6599
51092,10.50595
51093,11.1414
51094,10.5522
51095,9.4252
51096,11.2397
51097,13.7211
51098,11.1746
51099,10.6767
5110,10.5282
51100,12.0104
51101,8.8888
51102,8.8376
51103,11.339
51104,10.1083
51105,9.01835
51106,10.7936
51107,9.07145
51108,8.0348
51109,11.9949
5111,12.5401
51110,11.1078
51111,7.5935
51112,10.7037
51114,12.5567
51115,11.4314
51116,13.4992
51117,7.7103
51118,9.88695
51119,11.2211
51121,12.9578
51122,8.8688
51123,9.2955
51124,10.7222
51125,10.6113
51126,12.5844
51127,2.4377
51128,11.143
51129,9.695
51130,9.9678
51131,11.0601
51132,9.21455
51133,8.7791
51134,9.4709
51135,8.5241
51136,9.5252
51138,11.4151
51141,9.2318
51142,14.4047
51143,9.3754
51144,13.2835
51145,3.4891
51146,1.3279
51147,9.9755
51148,9.0285
51149,11.4093
51150,9.3838
51151,5.0535
51152,2.8966
51154,10.6593
51155,14.11615
51156,3.0839
51157,11.3014
5116,10.5356
51160,14.9038
51161,8.1072
51162,8.8875
51163,9.0636
51164,11.9418
51166,8.8384
51167,9.78875
51168,2.9388
51170,11.8927
51171,7.3035
51172,10.4538
51174,9.1925
51175,8.81375
51176,9.2568
51177,9.7612
51179,1.3279
5118,8.6759
51181,11.3702
51182,12.6542
51184,10.8968
51185,11.6435
51186,12.7116
51187,12.5232
51188,12.9732
5119,9.4092
51191,5.2133
51192,11.3469
51193,8.0076
51194,7.0261
51195,9.0469
51196,10.30045
51198,6.6429
51199,8.5473
51200,3.5881
51201,11.439
51202,13.0139
51203,11.8402
51204,8.8815
51205,7.8805
51206,5.762
51207,3.7957
51208,4.6836
51209,5.8453
5121,8.0066
51213,2.668
51214,8.3614
51217,3.7532
51218,13.6666
5122,13.3393
51222,11.8064
51224,1.3279
51225,8.6535
51226,6.7348
51227,11.8358
51228,7.5355
51230,10.32515
51231,8.6017
51232,6.7238
51233,10.1628
51234,13.49235
51236,10.4966
51237,8.8399
51239,11.6861
51241,14.0173
51244,11.85885
51246,15.6358
51247,12.4423
51248,11.1366
51249,10.7774
5125,3.9651
51250,12.4137
51251,12.0721
51252,9.1411
51253,11.941
51255,13.0974
51256,9.12085
51257,7.68
51258,14.8336
51259,10.5804
5126,1.3279
51260,9.7628
51263,6.4196
51264,12.7069
51265,7.0749
51266,2.7435
51267,6.7657
51268,8.469
5127,14.0277
51270,6.1108
51271,10.5299
51272,7.9934
51274,12.5418
51275,10.733
51276,8.0225
51277,7.7006
51278,13.3308
51279,5.11665
5128,6.8501
51280,11.9671
51281,9.03435
51282,9.2517
51283,11.7179
51284,7.909
51285,5.4845
51286,8.0771
51287,12.9127
51289,6.0929
5129,6.7653
51290,11.1604
51291,9.8695
51292,11.99595
51293,11.9079
51294,1.3279
51295,11.53
51296,10.2394
51297,4.8269
51298,6.01
51299,6.6568
513,13.52
5130,9.7227
51300,13.6638
51301,2.9797
51302,7.419
51303,13.7158
51304,12.4514
51305,5.929
51306,10.9174
51307,7.3925
51308,6.526
51309,8.6983
51310,7.5112
51311,5.3307
51312,9.9949
51313,9.7782
51314,6.6185
51315,12.3007
51316,9.083
51317,8.1882
51318,11.0983
51319,10.4498
5132,4.0893
51320,10.7529
51321,12.00685
51322,12.4033
51324,13.462
51326,10.4111
51327,1.3279
51329,12.60385
5133,8.4328
51330,11.6742
51332,5.2603
51333,11.5885
51334,3.6762
51335,10.6445
51337,11.6234
51338,11.0597
51339,9.9701
5134,12.32705
51340,8.7437
51341,8.5575
51343,9.5716
51347,10.1403
51348,2.74865
51350,4.8624
51351,8.5391
51352,3.5344
5136,6.3253
51360,8.3223
51361,10.1059
51362,10.75795
51363,8.3667
51364,6.3556
51365,5.1904
51366,9.6563
51367,13.7828
51368,9.3483
5137,4.8925
51371,9.2179
51372,13.53685
51373,8.49975
51374,10.9178
51375,12.8338
51377,10.7765
51378,7.2386
51379,7.9507
5138,8.3745
51380,8.5581
51382,10.7258
51384,1.3279
51385,5.91035
51386,13.833
51388,12.6287
51389,13.19955
5139,1.3279
51390,10.51015
51393,10.0892
51397,10.8006
51398,13.6078
51399,12.6251
514,11.76025
5140,9.6839
51400,8.1331
51406,15.3045
51409,5.1707
5141,8.5915
51411,9.2175
51412,8.8272
5142,9.6822
51421,11.4564
51422,10.6209
51426,10.0853
51427,8.9225
51428,10.6479
51429,7.3316
5143,5.8401
51430,11.8142
51433,14.2047
51434,9.365
51435,8.70775
51438,2.0281
51439,8.074
5144,6.9484
51440,1.3279
51441,11.81485
51442,3.7979
51444,10.1944
51447,10.71675
51449,11.09345
5145,6.8265
51450,8.1272
51451,11.954
51454,5.5267
51455,9.7897
51458,6.6917
5146,1.3279
51460,9.943
51463,9.5632
51465,11.0937
51466,10.4276
5147,9.411
51471,6.9162
51473,6.7017
51474,14.1977
51475,1.3279
51477,8.55235
51478,7.7886
51479,7.62055
5148,7.6403
51480,5.928
5149,1.3279
51490,7.6685
51491,12.9769
51493,12.8663
51495,13.26235
51496,9.116
51497,10.3598
51499,11.0683
515,14.7892
5150,7.4692
51501,13.0924
51503,12.2763
51504,14.7672
51506,12.4342
51507,12.5692
5151,11.1656
51510,12.86405
51512,9.5054
51513,8.3261
51514,10.4074
51517,7.06855
5152,9.38925
51520,11.8059
51522,14.0768
51523,13.9508
51524,10.3164
51526,11.6149
51527,13.6985
51528,9.5877
51529,15.3593
5153,6.1917
51530,9.6605
51531,8.27785
51533,5.3185
51534,9.6755
51535,9.89455
51537,9.9444
51538,11.9362
5154,8.90735
51540,9.40705
51542,9.05945
51545,8.3769
51547,10.0614
51548,10.3536
5155,6.115
51550,9.2571
51552,7.8779
51554,5.0678
51555,6.3509
51557,1.3279
51559,7.3936
5156,10.5375
51560,5.4836
51561,8.6868
51562,11.51795
51564,7.9072
51566,9.8701
51567,13.7196
51569,11.1239
5157,6.4934
51571,11.2563
51573,11.32
51574,11.2287
51575,10.5904
5158,4.4703
51582,12.8692
51585,10.9917
51586,9.716
51588,6.8182
5159,9.4728
51592,10.323
51593,9.9188
51594,9.5299
51596,14.98
51599,11.3483
516,13.3173
5160,8.97935
51601,10.0374
51602,14.8181
51603,12.7476
51604,13.887
51605,10.1206
51606,8.8174
51608,12.0117
5161,1.3279
51611,10.4062
51614,11.8874
51616,8.3869
51617,3.209
51619,10.5658
5162,12.379
51621,14.2429
51622,9.9478
51626,7.1873
51629,12.0958
5163,10.4837
51631,11.3883
51633,8.70585
51634,4.95935
51635,11.9448
51637,14.8787
51639,13.2486
5164,10.4319
51642,12.3355
51643,11.9546
51645,12.3488
51646,11.4321
51647,13.6455
51649,10.3973
5165,8.4081
51650,13.0776
51651,13.4161
51652,12.1765
51654,9.78325
51655,11.4638
51657,11.194
51659,10.5003
5166,9.6297
51660,11.3911
51661,8.949
51663,10.7922
51665,8.6714
51666,2.9421
51667,11.1089
51668,5.6024
51669,14.6663
5167,8.49595
51673,7.941
51676,9.0161
51678,7.6275
5168,8.9137
51684,6.4294
51686,7.0395
5169,4.6036
51690,13.9248
51691,13.0284
51692,11.3408
51693,11.4881
51696,13.039
51699,12.3733
517,16.2588
5170,10.1612
51700,9.9525
51701,10.8442
51702,1.3279
51703,14.812
51704,7.7859
51705,8.1348
51706,11.2628
51710,7.96105
51714,11.39155
51715,9.8797
51716,1.3279
51719,10.21705
5172,1.3279
51720,11.4192
51725,1.3279
51726,12.1452
51727,12.0254
51728,11.7217
51729,11.69285
5173,1.3279
51733,3.2142
51734,11.995
51735,7.1736
51738,7.8763
5174,5.1208
51741,7.16
51742,8.23755
51744,6.94005
51747,10.8701
5175,9.2894
51750,9.8734
51751,5.267
51752,7.6919
51754,8.8479
51755,7.6035
51759,12.3718
5176,11.5891
51760,9.6438
51761,3.3328
51762,8.8102
51763,10.949
51764,8.5696
51765,11.8144
51768,9.70255
51773,9.2503
51776,11.187
51778,1.3279
5178,4.93765
51780,12.2074
5179,3.4114
518,16.7541
51802,1.3279
51804,3.7109
51805,8.26885
51806,5.9488
51807,10.0083
51808,11.5993
51809,12.4661
51816,10.0916
5184,12.673
5187,7.6078
5188,7.5604
5189,9.8671
5190,10.74485
5191,9.59805
5192,8.6363
5193,8.7644
5194,10.27715
5195,12.6798
5196,8.8912
5197,1.3279
5198,7.0745
5199,8.9662
52,12.2413
5201,12.5559
5202,13.5726
5203,11.4092
5204,15.2446
5205,13.5889
5207,3.8602
5208,10.10315
5209,8.05085
521,15.0069
5210,8.4752
5211,13.6133
5212,3.8214
5213,12.3158
5214,12.68875
5216,12.3729
5217,6.8335
5218,5.8148
522,15.1118
5223,11.7054
5224,7.042
5225,5.04035
5226,10.8181
5228,7.42565
5229,7.1475
523,13.0706
5230,14.8017
5232,1.3279
5236,13.2488
5238,12.5579
5239,6.6082
5241,2.68075
5243,6.89285
5244,5.7901
5245,12.30685
525,1.3279
5250,16.6031
5251,3.289
5252,8.8294
5253,10.5108
5255,6.33765
5256,10.9857
5257,13.095
526,11.2911
5260,6.0368
5261,7.0871
5264,10.5609
5265,8.4618
5266,14.087
5267,3.1721
5268,12.3126
5269,12.9216
527,16.2281
5270,9.1875
5271,7.5117
5272,9.1126
5273,1.3279
5274,4.892
5275,5.4022
5276,1.3279
5277,9.5814
5279,6.68
528,11.19515
5281,10.6067
5283,10.5756
5284,18.7986
5286,11.5069
5287,10.40645
5288,6.5135
5289,9.6821
529,9.3723
5290,9.6267
5291,8.6308
5292,10.4115
5293,6.47185
5294,7.9303
5295,10.3946
5296,13.8578
5297,10.3791
5298,10.05095
53,6.46615
5300,11.9975
5301,9.0869
5303,9.6982
5304,1.3279
5305,6.77545
5306,12.2647
5307,11.83225
5308,9.0306
5309,11.4702
5310,11.4986
5311,8.143
5313,6.8651
5314,1.3279
5315,13.6541
5316,10.9304
5317,5.5433
5318,11.4606
5319,6.3118
5320,12.0727
5321,9.1803
5322,5.7392
5324,9.0365
5325,7.7
5326,10.4766
5327,11.9546
5328,9.27635
5329,9.8145
533,13.705
5330,11.111
5331,7.7509
5332,11.14885
5333,10.0995
53335,8.14465
53336,1.3279
53339,12.5028
5334,5.5728
53340,10.0319
53342,6.6456
53343,11.0993
53344,7.01905
53345,5.8079
53346,5.9432
53347,3.5304
53349,9.3522
5335,6.8766
53353,1.3279
53354,11.2162
53358,4.1876
5336,7.8619
5337,8.778
53371,10.6726
53373,11.6403
5338,10.9177
5339,8.71555
53393,4.5559
534,6.9198
5340,1.3279
53400,1.3279
53405,13.3283
53407,10.7115
5341,8.5003
5343,5.18175
5345,1.3279
5346,1.3279
5347,7.31695
5348,7.0892
5349,10.85445
535,13.8836
5350,4.1739
5351,5.8332
5352,10.4592
5354,5.6151
5355,13.8871
5356,10.059
5357,12.2487
5358,12.1892
5359,12.6203
5360,9.9973
5361,12.6869
53615,10.6022
53616,6.2935
5362,7.5087
53630,6.3099
53632,11.7484
53635,9.94395
53637,3.0739
5364,8.6606
5365,3.9089
5366,9.1761
5367,1.3279
5368,7.6615
5369,1.3279
537,13.3349
5371,9.1627
5372,10.6667
5373,11.8249
5375,1.3279
5376,8.9075
5378,10.2377
5379,11.488
538,8.4172
5380,10.094
5382,11.2512
53820,5.5074
53822,5.11
53826,7.0812
53827,5.6455
53828,4.9328
53829,6.2559
5383,11.0732
53831,5.0588
53832,9.85365
53833,7.088
53834,8.3886
53836,3.6091
53838,13.2813
53840,8.28925
53841,8.22855
53842,3.1379
53844,8.2689
539,16.3041
53904,1.3279
53905,8.4315
53916,8.5647
53917,10.7823
53918,11.7078
53919,1.3279
5393,10.74
53938,11.6134
5394,11.9183
53940,15.2065
53942,1.3279
53944,9.0065
53947,13.2658
5395,9.65665
5396,8.8068
53981,6.3172
54,13.2695
540,11.6586
54014,9.5382
54020,11.3406
54033,3.743
54039,5.2785
54058,9.41825
54059,10.6774
5406,1.3279
54064,5.0423
54065,9.1242
54067,5.995
54069,11.8289
5407,4.023
54072,1.3279
54075,1.3279
5408,3.5537
54082,1.3279
54083,4.7269
54084,4.09
54088,1.3279
54089,4.5559
5409,5.1884
54090,4.4651
54093,10.51615
54094,5.7758
54097,10.6766
54101,8.5036
54102,7.6616
54103,7.7149
54106,5.5417
54107,12.6655
54108,9.1874
5411,8.5261
54112,5.41745
5412,10.7747
5413,1.3279
5414,4.1394
54143,3.4827
541466,3.9451
541467,3.3155
541468,5.1792
541471,10.8064
541472,1.3279
541473,1.3279
54148,12.0968
54149,7.5502
541565,10.88035
541578,11.3139
541611,6.6721
54165,9.2499
54187,15.9467
5420,12.057
54205,13.7045
54206,12.4498
54207,4.76965
54209,5.5742
54210,5.57485
54212,1.3279
5422,10.6763
54221,1.3279
5423,8.5894
5424,11.0813
5425,9.4634
5426,6.45095
5427,9.3188
542767,6.34805
5428,12.101
5429,6.27255
5430,12.7998
5431,10.8405
5432,12.1115
54328,6.1133
54329,1.3279
5433,8.5362
54331,7.6726
54332,9.5462
5434,10.44605
54344,11.27205
54345,1.3279
54346,7.3884
5435,8.0637
5436,13.6089
54360,3.86565
54361,6.4416
54363,5.1347
5437,12.5015
5438,12.9603
54386,11.4846
5439,12.87445
5440,10.8488
54407,12.43905
5441,15.6444
54413,1.3279
54414,11.361
5442,11.2387
54429,7.0888
5443,5.7317
54431,12.6208
54432,11.6396
54433,12.7264
54434,7.3745
54435,4.5353
54436,6.4141
54437,5.0644
54438,8.9729
54439,12.6029
5444,4.2942
54440,8.5653
54442,9.48825
54443,9.4086
5445,13.3194
54453,11.5475
54454,8.0383
54455,11.139
54456,1.3279
54457,4.1401
54458,12.9609
5446,10.5072
54460,14.6664
54461,11.7201
54462,10.3317
54463,12.4533
54464,10.0659
54465,9.8266
54467,9.4098
54468,11.3725
54469,12.9519
5447,13.0502
54470,10.32655
54471,10.4979
54472,9.74445
54474,11.076
54475,9.27305
54476,10.29535
54477,7.9903
54478,6.4507
54480,8.4822
54482,9.7107
54487,8.9623
5449,1.3279
54491,9.9235
54492,9.07665
54494,10.0384
54495,10.6477
54496,9.79895
54497,8.2513
54498,8.6466
54499,12.2537
545,10.456
5450,11.0654
54502,9.98375
54503,9.9645
54504,9.4555
54505,9.6684
54507,6.9413
54508,4.6272
54509,5.9795
5451,11.2673
54510,6.89145
54511,5.19455
54512,11.9591
54514,4.3377
54516,9.6067
54517,11.3129
54518,8.8622
5452,5.00505
54520,10.4541
54521,9.1316
54522,11.0638
54523,1.3279
54529,12.6144
5453,10.4676
54531,10.6138
54532,10.43055
54534,12.1386
54535,10.552
54536,9.77335
54537,9.1376
54538,8.0094
54539,14.6109
5454,3.8883
54540,8.2309
54541,12.086
54542,8.6938
54543,16.01045
54544,3.7586
54545,9.024
54546,12.7269
54549,3.608
5455,1.3279
54550,3.9506
54551,7.0673
54552,12.98565
54553,5.362
54554,7.38905
54555,10.2241
54556,9.7546
54557,8.0265
54558,8.27095
5456,5.2888
54566,7.05115
54567,5.0842
5457,3.6474
54576,7.5566
54578,8.5976
5458,4.4797
54581,5.6497
54583,10.933
54584,11.4267
54585,9.2747
54586,4.8488
54587,5.8128
5459,1.3279
54596,15.6391
546,10.3409
5460,8.9112
54602,12.1731
54606,13.8863
54617,6.1057
54619,9.2708
54620,10.3476
54621,9.5484
54622,5.365
54623,11.0647
54625,11.8668
54626,10.4545
54627,1.3279
54629,9.6869
5463,5.8539
5464,15.9403
